46.88580 	 6.74036 	 5.93761 	 2.76913 	 3.13302 	 1.65460 	 1.09031 	 4.02638 	 5.54840 	 1.13613 	 0.42327 
47.99366 	 6.70793 	 5.94317 	 2.76924 	 3.11933 	 1.66147 	 1.07658 	 4.02613 	 5.54840 	 1.13613 	 0.42290 
49.85668 	 6.72629 	 5.94310 	 2.76929 	 3.11095 	 1.66683 	 1.06916 	 4.02642 	 5.54840 	 1.13613 	 0.42255 
51.00951 	 6.72786 	 5.94315 	 2.76972 	 3.09365 	 1.67796 	 1.04601 	 4.02707 	 5.54840 	 1.13614 	 0.42147 
51.71820 	 6.73222 	 5.94143 	 2.76978 	 3.09267 	 1.68273 	 1.03284 	 4.02729 	 5.54840 	 1.13614 	 0.42118 
61.69442 	 6.60453 	 5.94129 	 2.76958 	 3.09538 	 1.68437 	 1.01167 	 4.02653 	 5.54840 	 1.13614 	 0.41968 
63.57685 	 6.54680 	 5.94158 	 2.76943 	 3.09847 	 1.68055 	 1.00479 	 4.02585 	 5.54840 	 1.13614 	 0.41913 
64.18890 	 6.50956 	 5.94172 	 2.76935 	 3.09941 	 1.67889 	 0.99963 	 4.02581 	 5.54840 	 1.13614 	 0.41859 
63.35236 	 6.46106 	 5.94660 	 2.76928 	 3.09884 	 1.67756 	 0.99637 	 4.02567 	 5.54840 	 1.13615 	 0.41731 
61.90847 	 6.42485 	 5.95161 	 2.76924 	 3.10134 	 1.67627 	 1.00415 	 4.02444 	 5.54840 	 1.13617 	 0.41575 
63.35648 	 6.42467 	 5.94948 	 2.76963 	 3.09234 	 1.68209 	 1.01416 	 4.02411 	 5.54840 	 1.13618 	 0.41400 
63.15725 	 6.36366 	 5.95072 	 2.76990 	 3.09131 	 1.68260 	 1.03260 	 4.02345 	 5.54840 	 1.13619 	 0.41186 
58.11084 	 6.28800 	 5.95243 	 2.77024 	 3.08660 	 1.68946 	 1.03378 	 4.02319 	 5.54840 	 1.13620 	 0.41003 
54.80238 	 6.22948 	 5.95533 	 2.77024 	 3.08875 	 1.68698 	 1.03924 	 4.02325 	 5.54840 	 1.13620 	 0.40870 
50.47631 	 6.14114 	 5.95718 	 2.77104 	 3.08173 	 1.68416 	 1.02823 	 4.02480 	 5.54840 	 1.13620 	 0.40715 
46.80005 	 6.04468 	 5.95600 	 2.77184 	 3.07442 	 1.68043 	 1.01279 	 4.02650 	 5.54840 	 1.13620 	 0.40586 
48.99672 	 5.86029 	 5.96027 	 2.77237 	 3.06808 	 1.68435 	 1.01106 	 4.02588 	 5.54840 	 1.13620 	 0.40448 
49.05054 	 5.71717 	 5.96319 	 2.77257 	 3.05910 	 1.69784 	 1.00349 	 4.02566 	 5.54840 	 1.13620 	 0.40304 
50.10514 	 5.58990 	 5.96938 	 2.77252 	 3.05944 	 1.70837 	 1.01301 	 4.02578 	 5.54840 	 1.13620 	 0.40152 
53.52670 	 5.40882 	 5.97446 	 2.77190 	 3.06448 	 1.70789 	 1.04220 	 4.02366 	 5.54840 	 1.13621 	 0.39892 
43.50057 	 5.70449 	 6.00233 	 2.77225 	 3.01468 	 1.71889 	 1.00745 	 4.03081 	 5.54840 	 1.13623 	 0.39262 
29.91501 	 5.98356 	 6.01261 	 2.77295 	 2.98051 	 1.74636 	 0.94518 	 4.03534 	 5.54840 	 1.13623 	 0.39068 
19.60607 	 6.21488 	 6.00918 	 2.77289 	 2.96503 	 1.75832 	 0.91955 	 4.03944 	 5.54840 	 1.13623 	 0.38864 
16.21023 	 6.27227 	 6.00510 	 2.77239 	 2.95821 	 1.76037 	 0.91264 	 4.04220 	 5.54840 	 1.13624 	 0.38750 
10.63743 	 6.32476 	 5.99983 	 2.77184 	 2.94649 	 1.77443 	 0.89798 	 4.04602 	 5.54840 	 1.13625 	 0.38564 
5.10589 	 6.39624 	 5.99426 	 2.77168 	 2.93617 	 1.79116 	 0.87921 	 4.04823 	 5.54840 	 1.13625 	 0.38415 
0.19724 	 6.36457 	 5.98567 	 2.77068 	 2.93112 	 1.80174 	 0.87989 	 4.04832 	 5.54840 	 1.13624 	 0.38184 
3.44654 	 6.39455 	 5.98310 	 2.77000 	 2.93783 	 1.79664 	 0.90433 	 4.04808 	 5.54840 	 1.13624 	 0.38016 
2.33426 	 6.35787 	 5.97151 	 2.76972 	 2.93574 	 1.79060 	 0.93079 	 4.04581 	 5.54840 	 1.13623 	 0.37685 
4.70368 	 6.20686 	 5.97084 	 2.76959 	 2.90676 	 1.80344 	 0.94462 	 4.04238 	 5.54840 	 1.13623 	 0.37187 
8.62037 	 6.13573 	 5.96776 	 2.76954 	 2.90694 	 1.80509 	 0.95218 	 4.04188 	 5.54840 	 1.13623 	 0.37097 
